Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
FtSubFt,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
GetAttribIMsgOnIStg,,,,,MAPI,MAPI 1.0 or later,imessage.h,mapi32.lib,,function
GetInstance,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HexFromBin,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrAddColumnsEx,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrAllocAdviseSink,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrComposeEID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrComposeMsgID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrDecomposeEID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrDecomposeMsgID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrDispatchNotifications,,,,,MAPI,MAPI 1.0a and later,mapiutil.h,mapi32.lib,,function
HrEntryIDFromSz,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrGetOneProp,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrIStorageFromStream,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrQueryAllRows,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrSetOneProp,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrSzFromEntryID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrThisThreadAdviseSink,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
HrValidateIPMSubtree,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
LAUNCHWIZARDENTRY,,,,,MAPI,MAPI 1.0 or later,mapiwz.h,mapi32.lib,,function
LPropCompareProp,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
MAPIAdminProfiles,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIAllocateBuffer,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIAllocateMore,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIDeinitIdle,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
MAPIFreeBuffer,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIGetDefaultMalloc,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
MAPIInitialize,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIInitIdle,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
MAPILogonEx,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MAPIOpenFormMgr,,,,,MAPI,MAPI 1.0 or later,mapiform.h,mapi32.lib,,function
MAPIOpenLocalFormContainer,,,,,MAPI,MAPI 1.0 or later,mapiform.h,mapi32.lib,,function
MAPIUninitialize,,,,,MAPI,MAPI 1.0 or later,mapix.h,mapi32.lib,,function
MapStorageSCode,,,,,MAPI,MAPI 1.0 or later,imessage.h,mapi32.lib,,function
OpenIMsgOnIStg,,,,,MAPI,MAPI 1.0 or later,imessage.h,mapi32.lib,,function
OpenIMsgSession,,,,,MAPI,MAPI 1.0 or later,imessage.h,mapi32.lib,,function
OpenStreamOnFile,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
OpenTnefStream,,,,,MAPI,MAPI 1.0 or later,tnef.h,mapi32.lib,,function
OpenTnefStreamEx,,,,,MAPI,MAPI 1.0 or later,tnef.h,mapi32.lib,,function
PpropFindProp,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
PR_RTF_IN_SYNC,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,function
PropCopyMore,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
RTFSync,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScBinFromHexBounded,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScCopyNotifications,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScCopyProps,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScCountNotifications,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScCountProps,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScCreateConversationIndex,,,,,MAPI,MAPI 1.0a and later,mapiutil.h,mapi32.lib,,function
ScDupPropset,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScInitMapiUtil,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScLocalPathFromUNC,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScMAPIXFromCMC,,,,,MAPI,MAPI 1.0 or later,mapi.h,mapi32.lib,,function
ScMAPIXFromSMAPI,,,,,MAPI,MAPI 1.0 or later,mapi.h,mapi32.lib,,function
ScRelocNotifications,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScRelocProps,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
ScUNCFromLocalPath,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
SetAttribIMsgOnIStg,,,,,MAPI,MAPI 1.0 or later,imessage.h,mapi32.lib,,function
SzFindCh,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
SzFindLastCh,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
SzFindSz,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UFromSz,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UlAddRef,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UlFromSzHex,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UlPropSize,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UlRelease,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
UlValidateParameters,,,,,MAPI,MAPI 1.0 or later,mapival.h,mapi32.lib,,function
UlValidateParms,,,,,MAPI,MAPI 1.0a and later,mapival.h,mapi32.lib,,function
ValidateParameters,,,,,MAPI,MAPI 1.0 or later,mapival.h,mapi32.lib,,function
ValidateParms,,,,,MAPI,MAPI 1.0a and later,mapival.h,mapi32.lib,,function
WrapCompressedRTFStream,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
WrapStoreEntryID,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,mapi32.lib,,function
IABContainer::CopyEntries,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IABContainer::CreateEntry,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IABContainer::DeleteEntries,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IABContainer::ResolveNames,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IABLogon::Advise,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::GetOneOffTable,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::Logoff,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::OpenStatusEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::OpenTemplateID,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::PrepareRecips,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABLogon::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABProvider::Logon,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IABProvider::Shutdown,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IAddrBook::Address,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::Advise,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::CreateOneOff,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::Details,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::GetDefaultDir,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::GetPAB,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::GetSearchPath,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::NewEntry,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::PrepareRecips,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::QueryDefaultRecipOpt,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::RecipOptions,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::ResolveName,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::SetDefaultDir,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::SetPAB,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::SetSearchPath,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IAddrBook::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPIAdviseSink::OnNotify,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIContainer::GetContentsTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIContainer::GetHierarchyTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIContainer::GetSearchCriteria,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIContainer::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIContainer::SetSearchCriteria,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIControl::Activate,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIControl::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIControl::GetState,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::CopyFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::CopyMessages,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::CreateFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::CreateMessage,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::DeleteFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::DeleteMessages,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::EmptyFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::GetMessageStatus,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::SaveContentsSort,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::SetMessageStatus,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIFolder::SetReadFlags,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIForm::Advise,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIForm::DoVerb,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIForm::GetViewContext,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIForm::SetViewContext,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIForm::ShutdownForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIForm::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormAdviseSink::OnActivateNext,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormAdviseSink::OnChange,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::CalcFormPropSet,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::GetDisplay,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::InstallForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::RemoveForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::ResolveMessageClass,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormContainer::ResolveMultipleMessageClasses,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormFactory::CreateClassFactory,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormFactory::LockServer,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormInfo::CalcFormPropSet,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormInfo::CalcVerbSet,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormInfo::MakeIconFromBinary,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormInfo::OpenFormContainer,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormInfo::SaveForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::CalcFormPropSet,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::CreateForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::IsInConflict,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::LoadForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::OpenFormContainer,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::PrepareForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::ResolveMessageClass,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::ResolveMultipleMessageClasses,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::SelectForm,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::SelectFormContainer,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIFormMgr::SelectMultipleForms,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::CopyMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::DeleteMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetFolder,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetFormManager,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetSession,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetSiteStatus,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::GetStore,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::MoveMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::NewMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::SaveMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIMessageSite::SubmitMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIProgress::GetFlags,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProgress::GetMax,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProgress::GetMin,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProgress::Progress,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProgress::SetLimits,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::CopyProps,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::CopyTo,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::DeleteProps,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::GetIDsFromNames,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::GetNamesFromIDs,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::GetPropList,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::GetProps,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::Openproperty,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::SaveChanges,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIProp::SetProps,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPISession::AdminServices,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::Advise,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::EnumAdrTypes,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::GetMsgStoresTable,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::GetStatusTable,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::Logoff,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::MessageOptions,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::OpenAddressBook,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::OpenMsgStore,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::OpenProfileSection,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::PrepareForm,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::QueryDefaultMessageOpt,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::QueryIdentity,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::SetDefaultStore,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::ShowForm,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPISession::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMAPIStatus::ChangePassword,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIStatus::FlushQueues,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIStatus::SettingsDialog,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIStatus::ValidateState,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPISupport::Address,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::CompleteMsg,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::CopyFolder,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::CopyMessages,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::CreateOneOff,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::Details,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::DoConfigPropsheet,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::DoCopyProps,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::DoCopyTo,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::DoProgressDialog,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::DoSentMail,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::ExpandRecips,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::GetMemAllocRoutines,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::GetOneOffTable,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::GetSvcConfigSupportObj,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::IStorageFromStream,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::MakeInvalid,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::ModifyProfile,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::ModifyStatusRow,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::NewEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::NewUID,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::Notify,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::OpenAddressBook,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::OpenProfileSection,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::OpenTemplateID,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::PrepareSubmit,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::ReadReceipt,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::RegisterPreprocessor,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::SetProviderUID,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::SpoolerNotify,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::SpoolerYield,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::StatusRecips,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::StoreLogoffTransports,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::Subscribe,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::Unsubscribe,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPISupport::WrapStoreEntryID,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMAPITable::Abort,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::Advise,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::CollapseRow,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::CreateBookmark,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::ExpandRow,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::FindRow,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::FreeBookmark,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::GetCollapseState,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::GetRowCount,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::GetStatus,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::QueryColumns,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::QueryPosition,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::QueryRows,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::QuerySortOrder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::Restrict,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::SeekRow,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::SeekRowApprox,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::SetCollapseState,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::SetColumns,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::SortTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPITable::WaitForCompletion,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMAPIViewAdviseSink::OnNewMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewAdviseSink::OnPrint,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewAdviseSink::OnSaved,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewAdviseSink::OnShutdown,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewAdviseSink::OnSubmitted,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewContext::ActivateNext,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewContext::GetPrintSetup,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewContext::GetSaveStream,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
